Location,Updated,WaitTimeInSeconds
AF4,2023-07-20T22:02:00,727
EF-T,2023-07-20T22:02:00,989
GH-T,2023-07-20T22:02:00,60
NS-S,2023-07-20T22:02:00,60
S-NS,2023-07-20T22:02:00,171
VF0,2023-07-20T22:02:00,60
VF1,2023-07-20T22:02:00,169
VF2,2023-07-20T22:02:00,60
VF3,2023-07-20T22:02:00,153
VF4,2023-07-20T22:02:00,60
VH3,2023-07-20T22:02:00,60
AF2,2023-07-20T22:21:00,897
AF3,2023-07-20T22:21:00,60
AF4,2023-07-20T22:21:00,576
EF-T,2023-07-20T22:21:00,64
GH-T,2023-07-20T22:20:00,60
NS-S,2023-07-20T22:21:00,60
S-NS,2023-07-20T22:21:00,171
VF0,2023-07-20T22:21:00,60
VF1,2023-07-20T22:21:00,271
VF2,2023-07-20T22:21:00,60
VF3,2023-07-20T22:21:00,93
VF4,2023-07-20T22:21:00,60
VH3,2023-07-20T22:20:00,60
AF2,2023-07-20T22:30:00,845
AF3,2023-07-20T22:30:00,60
AF4,2023-07-20T22:30:00,60
EF-T,2023-07-20T22:30:00,60
GH-T,2023-07-20T22:30:00,60
NS-S,2023-07-20T22:30:00,60
S-NS,2023-07-20T22:30:00,137
VF0,2023-07-20T22:30:00,60
VF1,2023-07-20T22:30:00,218
VF2,2023-07-20T22:30:00,60
VF3,2023-07-20T22:30:00,134
VF4,2023-07-20T22:30:00,60
VH3,2023-07-20T22:30:00,60
AF2,2023-07-20T22:45:00,897
AF3,2023-07-20T22:45:00,60
AF4,2023-07-20T22:45:00,292
EF-T,2023-07-20T22:45:00,60
GH-T,2023-07-20T22:45:00,60
NS-S,2023-07-20T22:45:00,71
S-NS,2023-07-20T22:45:00,86
VF0,2023-07-20T22:45:00,60
VF1,2023-07-20T22:45:00,173
VF2,2023-07-20T22:45:00,60
VF3,2023-07-20T22:45:00,60
VF4,2023-07-20T22:45:00,60
VH3,2023-07-20T22:45:00,60
AF2,2023-07-20T23:01:00,951
AF3,2023-07-20T23:01:00,60
AF4,2023-07-20T23:01:00,595
EF-T,2023-07-20T23:01:00,79
GH-T,2023-07-20T23:01:00,60
NS-S,2023-07-20T23:01:00,60
S-NS,2023-07-20T23:00:00,69
VF0,2023-07-20T23:01:00,60
VF1,2023-07-20T23:01:00,227
VF2,2023-07-20T23:01:00,60
VF3,2023-07-20T23:01:00,60
VF4,2023-07-20T23:01:00,60
VH3,2023-07-20T23:01:00,60
AF2,2023-07-20T23:17:00,948
AF3,2023-07-20T23:18:00,60
AF4,2023-07-20T23:18:00,60
EF-T,2023-07-20T23:17:00,81
GH-T,2023-07-20T23:17:00,60
NS-S,2023-07-20T23:17:00,135
S-NS,2023-07-20T23:18:00,60
VF0,2023-07-20T23:17:00,60
VF1,2023-07-20T23:17:00,193
VF2,2023-07-20T23:18:00,60
VF3,2023-07-20T23:17:00,60
VF4,2023-07-20T23:17:00,60
VH3,2023-07-20T23:17:00,60
AF2,2023-07-20T23:30:00,513
AF3,2023-07-20T23:30:00,60
AF4,2023-07-20T23:30:00,60
EF-T,2023-07-20T23:30:00,60
GH-T,2023-07-20T23:30:00,60
NS-S,2023-07-20T23:30:00,60
S-NS,2023-07-20T23:30:00,69
VF0,2023-07-20T23:30:00,60
VF1,2023-07-20T23:30:00,187
VF2,2023-07-20T23:31:00,60
VF3,2023-07-20T23:30:00,60
VF4,2023-07-20T23:30:00,60
VH3,2023-07-20T23:30:00,60
AF2,2023-07-20T23:45:00,103
AF3,2023-07-20T23:45:00,60
AF4,2023-07-20T23:45:00,60
EF-T,2023-07-20T23:45:00,60
GH-T,2023-07-20T23:45:00,60
NS-S,2023-07-20T23:45:00,60
S-NS,2023-07-20T23:45:00,60
VF0,2023-07-20T23:45:00,60
VF1,2023-07-20T23:45:00,203
VF2,2023-07-20T23:45:00,60
VF3,2023-07-20T23:45:00,60
VF4,2023-07-20T23:45:00,60
VH3,2023-07-20T23:45:00,60
AF2,2023-07-20T23:59:00,60
AF3,2023-07-20T23:59:00,60
AF4,2023-07-20T23:59:00,955
EF-T,2023-07-20T23:59:00,60
GH-T,2023-07-20T23:59:00,60
NS-S,2023-07-20T23:59:00,60
S-NS,2023-07-20T23:59:00,60
VF0,2023-07-20T23:59:00,60
VF1,2023-07-20T23:59:00,136
VF2,2023-07-20T23:59:00,60
VF3,2023-07-20T23:59:00,60
VF4,2023-07-20T23:59:00,60
VH3,2023-07-20T23:59:00,60
AF2,2023-07-21T00:23:00,60
AF3,2023-07-21T00:23:00,60
AF4,2023-07-21T00:23:00,60
EF-T,2023-07-21T00:23:00,60
GH-T,2023-07-21T00:23:00,60
NS-S,2023-07-21T00:23:00,60
S-NS,2023-07-21T00:23:00,86
VF0,2023-07-21T00:23:00,60
VF1,2023-07-21T00:23:00,183
VF2,2023-07-21T00:23:00,60
VF3,2023-07-21T00:23:00,60
VF4,2023-07-21T00:23:00,60
VH3,2023-07-21T00:23:00,60
AF2,2023-07-21T00:30:00,295
AF3,2023-07-21T00:30:00,60
AF4,2023-07-21T00:30:00,60
EF-T,2023-07-21T00:30:00,60
GH-T,2023-07-21T00:30:00,60
NS-S,2023-07-21T00:30:00,60
S-NS,2023-07-21T00:30:00,86
VF0,2023-07-21T00:30:00,60
VF1,2023-07-21T00:30:00,116
VF2,2023-07-21T00:30:00,60
VF3,2023-07-21T00:30:00,60
VF4,2023-07-21T00:30:00,60
VH3,2023-07-21T00:30:00,60
AF2,2023-07-21T00:45:00,60
AF3,2023-07-21T00:45:00,60
AF4,2023-07-21T00:45:00,60
EF-T,2023-07-21T00:45:00,60
GH-T,2023-07-21T00:45:00,60
NS-S,2023-07-21T00:45:00,60
S-NS,2023-07-21T00:45:00,69
VF0,2023-07-21T00:45:00,60
VF1,2023-07-21T00:45:00,71
VF2,2023-07-21T00:45:00,60
VF3,2023-07-21T00:45:00,60
VF4,2023-07-21T00:45:00,60
VH3,2023-07-21T00:45:00,60
AF2,2023-07-21T00:59:00,60
AF3,2023-07-21T01:01:00,60
AF4,2023-07-21T01:02:00,0
EF-T,2023-07-21T01:01:00,0
GH-T,2023-07-21T00:58:00,60
NS-S,2023-07-21T00:59:00,60
S-NS,2023-07-21T01:02:00,60
VF0,2023-07-21T00:59:00,60
VF1,2023-07-21T00:58:00,134
VF2,2023-07-21T01:00:00,60
VF3,2023-07-21T00:59:00,60
VF4,2023-07-21T00:59:00,60
VH3,2023-07-21T00:59:00,60
AF2,2023-07-21T01:20:00,437
AF3,2023-07-21T01:20:00,60
AF4,2023-07-21T01:20:00,60
EF-T,2023-07-21T01:20:00,60
GH-T,2023-07-21T01:19:00,60
NS-S,2023-07-21T01:20:00,60
S-NS,2023-07-21T01:20:00,60
VF0,2023-07-21T01:20:00,60
VF1,2023-07-21T01:19:00,170
VF2,2023-07-21T01:20:00,60
VF3,2023-07-21T01:19:00,78
VF4,2023-07-21T01:19:00,60
VH3,2023-07-21T01:19:00,120
AF2,2023-07-21T01:30:00,246
AF3,2023-07-21T01:30:00,60
AF4,2023-07-21T01:30:00,60
EF-T,2023-07-21T01:30:00,60
GH-T,2023-07-21T01:30:00,60
NS-S,2023-07-21T01:30:00,60
S-NS,2023-07-21T01:30:00,69
VF0,2023-07-21T01:30:00,60
VF1,2023-07-21T01:30:00,60
VF2,2023-07-21T01:30:00,60
VF3,2023-07-21T01:30:00,60
VF4,2023-07-21T01:30:00,60
VH3,2023-07-21T01:30:00,120
AF2,2023-07-21T01:45:00,60
AF3,2023-07-21T01:45:00,60
AF4,2023-07-21T01:45:00,60
EF-T,2023-07-21T01:45:00,60
GH-T,2023-07-21T01:45:00,60
NS-S,2023-07-21T01:45:00,60
S-NS,2023-07-21T01:45:00,86
VF0,2023-07-21T01:45:00,60
VF1,2023-07-21T01:45:00,65
VF2,2023-07-21T01:45:00,60
VF3,2023-07-21T01:45:00,60
VF4,2023-07-21T01:45:00,60
VH3,2023-07-21T01:45:00,60
AF2,2023-07-21T02:31:00,384
AF3,2023-07-21T02:31:00,60
AF4,2023-07-21T02:31:00,60
EF-T,2023-07-21T02:31:00,60
GH-T,2023-07-21T02:31:00,60
NS-S,2023-07-21T02:31:00,60
S-NS,2023-07-21T02:31:00,126
VF0,2023-07-21T02:31:00,60
VF1,2023-07-21T02:31:00,196
VF2,2023-07-21T02:31:00,60
VF3,2023-07-21T02:31:00,330
VF4,2023-07-21T02:31:00,60
VH3,2023-07-21T02:31:00,91
AF2,2023-07-21T03:56:00,60
AF3,2023-07-21T03:56:00,60
AF4,2023-07-21T03:56:00,60
EF-T,2023-07-21T03:56:00,60
GH-T,2023-07-21T03:56:00,60
NS-S,2023-07-21T03:56:00,137
S-NS,2023-07-21T03:56:00,60
VF0,2023-07-21T03:56:00,60
VF1,2023-07-21T03:56:00,156
VF2,2023-07-21T03:56:00,60
VF3,2023-07-21T03:56:00,274
VF4,2023-07-21T03:56:00,60
VH3,2023-07-21T03:56:00,60
AF2,2023-07-21T04:29:00,60
AF3,2023-07-21T04:29:00,60
AF4,2023-07-21T04:29:00,60
EF-T,2023-07-21T04:29:00,60
GH-T,2023-07-21T04:29:00,60
NS-S,2023-07-21T04:29:00,181
S-NS,2023-07-21T04:29:00,143
VF0,2023-07-21T04:29:00,130
VF1,2023-07-21T04:29:00,428
VF2,2023-07-21T04:29:00,60
VF3,2023-07-21T04:29:00,289
VF4,2023-07-21T04:29:00,191
VH3,2023-07-21T04:29:00,60
AF2,2023-07-21T04:45:00,266
AF3,2023-07-21T04:45:00,60
AF4,2023-07-21T04:45:00,60
EF-T,2023-07-21T04:45:00,207
GH-T,2023-07-21T04:45:00,60
NS-S,2023-07-21T04:45:00,90
S-NS,2023-07-21T04:45:00,154
VF0,2023-07-21T04:45:00,165
VF1,2023-07-21T04:45:00,611
VF2,2023-07-21T04:45:00,60
VF3,2023-07-21T04:45:00,381
VF4,2023-07-21T04:45:00,693
VH3,2023-07-21T04:45:00,60
AF2,2023-07-21T05:02:00,63
AF3,2023-07-21T05:03:00,60
AF4,2023-07-21T05:03:00,60
EF-T,2023-07-21T05:03:00,60
GH-T,2023-07-21T05:02:00,60
NS-S,2023-07-21T05:03:00,63
S-NS,2023-07-21T05:03:00,171
VF0,2023-07-21T05:02:00,60
VF1,2023-07-21T05:02:00,515
VF2,2023-07-21T05:03:00,60
VF3,2023-07-21T05:02:00,317
VF4,2023-07-21T05:02:00,465
VH3,2023-07-21T05:02:00,120
AF2,2023-07-21T05:21:00,60
AF3,2023-07-21T05:21:00,60
AF4,2023-07-21T05:21:00,60
EF-T,2023-07-21T05:21:00,60
GH-T,2023-07-21T05:21:00,60
NS-S,2023-07-21T05:21:00,143
S-NS,2023-07-21T05:21:00,223
VF0,2023-07-21T05:21:00,181
VF1,2023-07-21T05:21:00,691
VF2,2023-07-21T05:21:00,863
VF3,2023-07-21T05:21:00,217
VF4,2023-07-21T05:21:00,292
VH3,2023-07-21T05:21:00,60
AF2,2023-07-21T05:30:00,60
AF3,2023-07-21T05:30:00,60
AF4,2023-07-21T05:30:00,60
EF-T,2023-07-21T05:30:00,60
GH-T,2023-07-21T05:30:00,60
NS-S,2023-07-21T05:30:00,219
S-NS,2023-07-21T05:30:00,189
VF0,2023-07-21T05:30:00,60
VF1,2023-07-21T05:30:00,552
VF2,2023-07-21T05:30:00,580
VF3,2023-07-21T05:30:00,344
VF4,2023-07-21T05:30:00,246
VH3,2023-07-21T05:30:00,60
AF2,2023-07-21T05:45:00,478
AF3,2023-07-21T05:45:00,60
AF4,2023-07-21T05:45:00,60
EF-T,2023-07-21T05:45:00,798
GH-T,2023-07-21T05:45:00,60
NS-S,2023-07-21T05:45:00,641
S-NS,2023-07-21T05:45:00,274
VF0,2023-07-21T05:45:00,60
VF1,2023-07-21T05:45:00,269
VF2,2023-07-21T05:45:00,249
VF3,2023-07-21T05:45:00,339
VF4,2023-07-21T05:45:00,281
VH3,2023-07-21T05:45:00,91
AF2,2023-07-21T06:05:00,764
AF3,2023-07-21T06:05:00,93
AF4,2023-07-21T06:05:00,258
EF-T,2023-07-21T06:05:00,295
GH-T,2023-07-21T06:05:00,60
NS-S,2023-07-21T06:05:00,4603
S-NS,2023-07-21T06:05:00,137
VF0,2023-07-21T06:05:00,60
VF1,2023-07-21T06:05:00,305
VF2,2023-07-21T06:05:00,379
VF3,2023-07-21T06:05:00,220
VF4,2023-07-21T06:05:00,394
VH3,2023-07-21T06:05:00,60
AF2,2023-07-21T06:24:00,407
AF3,2023-07-21T06:24:00,718
AF4,2023-07-21T06:24:00,330
EF-T,2023-07-21T06:24:00,193
GH-T,2023-07-21T06:24:00,60
NS-S,2023-07-21T06:24:00,469
S-NS,2023-07-21T06:24:00,60
VF0,2023-07-21T06:24:00,60
VF1,2023-07-21T06:24:00,298
VF2,2023-07-21T06:24:00,223
VF3,2023-07-21T06:24:00,266
VF4,2023-07-21T06:24:00,278
VH3,2023-07-21T06:24:00,60
AF2,2023-07-21T06:30:00,203
AF3,2023-07-21T06:30:00,220
AF4,2023-07-21T06:31:00,234
EF-T,2023-07-21T06:31:00,275
GH-T,2023-07-21T06:30:00,60
NS-S,2023-07-21T06:30:00,344
S-NS,2023-07-21T06:30:00,60
VF0,2023-07-21T06:30:00,60
VF1,2023-07-21T06:30:00,317
VF2,2023-07-21T06:31:00,272
VF3,2023-07-21T06:30:00,299
VF4,2023-07-21T06:30:00,211
VH3,2023-07-21T06:30:00,60
AF2,2023-07-21T06:45:00,60
AF3,2023-07-21T06:45:00,60
AF4,2023-07-21T06:45:00,280
EF-T,2023-07-21T06:45:00,60
GH-T,2023-07-21T06:45:00,60
NS-S,2023-07-21T06:45:00,222
S-NS,2023-07-21T06:45:00,257
VF0,2023-07-21T06:45:00,60
VF1,2023-07-21T06:45:00,196
VF2,2023-07-21T06:45:00,265
VF3,2023-07-21T06:45:00,327
VF4,2023-07-21T06:45:00,136
VH3,2023-07-21T06:45:00,60
AF2,2023-07-21T07:02:00,89
AF3,2023-07-21T07:02:00,60
AF4,2023-07-21T07:02:00,247
EF-T,2023-07-21T07:02:00,60
GH-T,2023-07-21T07:02:00,106
NS-S,2023-07-21T07:02:00,827
S-NS,2023-07-21T07:02:00,69
VF0,2023-07-21T07:02:00,60
VF1,2023-07-21T07:02:00,193
VF2,2023-07-21T07:02:00,224
VF3,2023-07-21T07:02:00,347
VF4,2023-07-21T07:02:00,60
VH3,2023-07-21T07:02:00,60
AF2,2023-07-21T07:23:00,122
AF3,2023-07-21T07:23:00,60
AF4,2023-07-21T07:23:00,110
EF-T,2023-07-21T07:23:00,143
GH-T,2023-07-21T07:23:00,60
NS-S,2023-07-21T07:23:00,608
S-NS,2023-07-21T07:23:00,60
VF0,2023-07-21T07:23:00,60
VF1,2023-07-21T07:23:00,263
VF2,2023-07-21T07:23:00,424
VF3,2023-07-21T07:23:00,338
VF4,2023-07-21T07:23:00,60
VH3,2023-07-21T07:23:00,60
AF2,2023-07-21T07:30:00,167
AF3,2023-07-21T07:30:00,60
AF4,2023-07-21T07:30:00,193
EF-T,2023-07-21T07:30:00,96
GH-T,2023-07-21T07:30:00,60
NS-S,2023-07-21T07:30:00,335
S-NS,2023-07-21T07:30:00,60
VF0,2023-07-21T07:30:00,60
VF1,2023-07-21T07:30:00,358
VF2,2023-07-21T07:30:00,537
VF3,2023-07-21T07:30:00,313
VF4,2023-07-21T07:30:00,60
VH3,2023-07-21T07:30:00,60
AF2,2023-07-21T07:45:00,150
AF3,2023-07-21T07:45:00,1203
AF4,2023-07-21T07:45:00,60
EF-T,2023-07-21T07:45:00,228
GH-T,2023-07-21T07:45:00,60
NS-S,2023-07-21T07:45:00,134
S-NS,2023-07-21T07:45:00,60
VF0,2023-07-21T07:45:00,74
VF1,2023-07-21T07:45:00,297
VF2,2023-07-21T07:45:00,363
VF3,2023-07-21T07:45:00,328
VF4,2023-07-21T07:45:00,60
VH3,2023-07-21T07:45:00,60
AF2,2023-07-21T08:07:00,324
AF3,2023-07-21T08:07:00,824
AF4,2023-07-21T08:07:00,73
EF-T,2023-07-21T08:07:00,620
GH-T,2023-07-21T08:06:00,60
NS-S,2023-07-21T08:07:00,750
S-NS,2023-07-21T08:07:00,60
VF0,2023-07-21T08:06:00,60
VF1,2023-07-21T08:06:00,507
VF2,2023-07-21T08:07:00,256
VF3,2023-07-21T08:06:00,358
VF4,2023-07-21T08:06:00,60
VH3,2023-07-21T08:06:00,120
AF2,2023-07-21T08:26:00,109
AF3,2023-07-21T08:26:00,304
AF4,2023-07-21T08:26:00,623
EF-T,2023-07-21T08:26:00,856
GH-T,2023-07-21T08:26:00,675
NS-S,2023-07-21T08:26:00,396
S-NS,2023-07-21T08:26:00,60
VF0,2023-07-21T08:26:00,60
VF1,2023-07-21T08:26:00,750
VF2,2023-07-21T08:26:00,260
VF3,2023-07-21T08:26:00,363
VF4,2023-07-21T08:26:00,60
VH3,2023-07-21T08:26:00,60
AF2,2023-07-21T08:33:00,60
AF3,2023-07-21T08:33:00,245
AF4,2023-07-21T08:33:00,1081
EF-T,2023-07-21T08:33:00,659
GH-T,2023-07-21T08:33:00,188
NS-S,2023-07-21T08:33:00,476
S-NS,2023-07-21T08:33:00,60
VF0,2023-07-21T08:33:00,117
VF1,2023-07-21T08:33:00,722
VF2,2023-07-21T08:33:00,294
VF3,2023-07-21T08:33:00,391
VF4,2023-07-21T08:33:00,65
VH3,2023-07-21T08:33:00,60
AF2,2023-07-21T08:45:00,111
AF3,2023-07-21T08:45:00,1039
AF4,2023-07-21T08:45:00,574
EF-T,2023-07-21T08:45:00,237
GH-T,2023-07-21T08:45:00,60
NS-S,2023-07-21T08:45:00,610
S-NS,2023-07-21T08:45:00,60
VF0,2023-07-21T08:45:00,60
VF1,2023-07-21T08:45:00,750
VF2,2023-07-21T08:45:00,351
VF3,2023-07-21T08:45:00,381
VF4,2023-07-21T08:45:00,128
VH3,2023-07-21T08:45:00,60
AF2,2023-07-21T09:02:00,1074
AF3,2023-07-21T09:02:00,1228
AF4,2023-07-21T09:02:00,60
EF-T,2023-07-21T09:02:00,200
GH-T,2023-07-21T09:02:00,60
NS-S,2023-07-21T09:02:00,616
S-NS,2023-07-21T09:02:00,60
VF0,2023-07-21T09:02:00,60
VF1,2023-07-21T09:02:00,594
VF2,2023-07-21T09:02:00,270
VF3,2023-07-21T09:02:00,448
VF4,2023-07-21T09:02:00,60
VH3,2023-07-21T09:02:00,60
AF2,2023-07-21T09:18:00,644
AF3,2023-07-21T09:18:00,517
AF4,2023-07-21T09:18:00,60
EF-T,2023-07-21T09:18:00,115
GH-T,2023-07-21T09:18:00,60
NS-S,2023-07-21T09:18:00,498
S-NS,2023-07-21T09:18:00,60
VF0,2023-07-21T09:18:00,194
VF1,2023-07-21T09:18:00,654
VF2,2023-07-21T09:18:00,546
VF3,2023-07-21T09:18:00,302
VF4,2023-07-21T09:18:00,60
VH3,2023-07-21T09:18:00,60
AF2,2023-07-21T09:30:00,548
AF3,2023-07-21T09:30:00,284
AF4,2023-07-21T09:30:00,435
EF-T,2023-07-21T09:30:00,60
GH-T,2023-07-21T09:30:00,75
NS-S,2023-07-21T09:30:00,372
S-NS,2023-07-21T09:30:00,60
VF0,2023-07-21T09:30:00,368
VF1,2023-07-21T09:30:00,806
VF2,2023-07-21T09:30:00,156
VF3,2023-07-21T09:30:00,379
VF4,2023-07-21T09:30:00,272
VH3,2023-07-21T09:30:00,60
AF2,2023-07-21T09:45:00,419
AF3,2023-07-21T09:45:00,379
AF4,2023-07-21T09:45:00,291
EF-T,2023-07-21T09:45:00,60
GH-T,2023-07-21T09:45:00,60
NS-S,2023-07-21T09:45:00,226
S-NS,2023-07-21T09:45:00,60
VF0,2023-07-21T09:45:00,60
VF1,2023-07-21T09:45:00,835
VF2,2023-07-21T09:45:00,360
VF3,2023-07-21T09:45:00,405
VF4,2023-07-21T09:45:00,217
VH3,2023-07-21T09:45:00,60
AF2,2023-07-21T10:06:00,85
AF3,2023-07-21T10:06:00,1459
AF4,2023-07-21T10:07:00,943
EF-T,2023-07-21T10:07:00,289
GH-T,2023-07-21T10:06:00,108
NS-S,2023-07-21T10:07:00,77
S-NS,2023-07-21T10:07:00,60
VF0,2023-07-21T10:06:00,60
VF1,2023-07-21T10:06:00,490
VF2,2023-07-21T10:07:00,350
VF3,2023-07-21T10:06:00,417
VF4,2023-07-21T10:06:00,145
VH3,2023-07-21T10:06:00,60
AF2,2023-07-21T10:25:00,412
AF3,2023-07-21T10:25:00,416
AF4,2023-07-21T10:25:00,195
EF-T,2023-07-21T10:25:00,72
GH-T,2023-07-21T10:24:00,60
NS-S,2023-07-21T10:25:00,522
S-NS,2023-07-21T10:25:00,60
VF0,2023-07-21T10:25:00,60
VF1,2023-07-21T10:25:00,651
VF2,2023-07-21T10:25:00,416
VF3,2023-07-21T10:25:00,362
VF4,2023-07-21T10:25:00,216
VH3,2023-07-21T10:25:00,60
AF2,2023-07-21T10:31:00,189
AF3,2023-07-21T10:31:00,567
AF4,2023-07-21T10:31:00,60
EF-T,2023-07-21T10:31:00,60
GH-T,2023-07-21T10:30:00,60
NS-S,2023-07-21T10:31:00,199
S-NS,2023-07-21T10:31:00,60
VF0,2023-07-21T10:30:00,60
VF1,2023-07-21T10:30:00,614
VF2,2023-07-21T10:31:00,447
VF3,2023-07-21T10:30:00,314
VF4,2023-07-21T10:30:00,229
VH3,2023-07-21T10:30:00,60
AF2,2023-07-21T10:45:00,161
AF3,2023-07-21T10:45:00,1745
AF4,2023-07-21T10:45:00,619
EF-T,2023-07-21T10:45:00,345
GH-T,2023-07-21T10:45:00,60
NS-S,2023-07-21T10:45:00,208
S-NS,2023-07-21T10:45:00,60
VF0,2023-07-21T10:45:00,165
VF1,2023-07-21T10:45:00,419
VF2,2023-07-21T10:45:00,594
VF3,2023-07-21T10:45:00,406
VF4,2023-07-21T10:45:00,389
VH3,2023-07-21T10:45:00,60
AF2,2023-07-21T11:02:00,1083
AF3,2023-07-21T11:02:00,1447
AF4,2023-07-21T11:02:00,312
EF-T,2023-07-21T11:02:00,176
GH-T,2023-07-21T11:02:00,60
NS-S,2023-07-21T11:02:00,920
S-NS,2023-07-21T11:02:00,60
VF0,2023-07-21T11:02:00,60
VF1,2023-07-21T11:02:00,545
VF2,2023-07-21T11:02:00,557
VF3,2023-07-21T11:02:00,294
VF4,2023-07-21T11:02:00,234
VH3,2023-07-21T11:02:00,60
AF2,2023-07-21T11:20:00,154
AF3,2023-07-21T11:20:00,772
AF4,2023-07-21T11:20:00,106
EF-T,2023-07-21T11:20:00,60
GH-T,2023-07-21T11:19:00,60
NS-S,2023-07-21T11:20:00,146
S-NS,2023-07-21T11:20:00,60
VF0,2023-07-21T11:20:00,60
VF1,2023-07-21T11:19:00,758
VF2,2023-07-21T11:20:00,650
VF3,2023-07-21T11:19:00,312
VF4,2023-07-21T11:19:00,60
VH3,2023-07-21T11:19:00,60
AF2,2023-07-21T11:30:00,60
AF3,2023-07-21T11:30:00,1383
AF4,2023-07-21T11:30:00,228
EF-T,2023-07-21T11:30:00,117
GH-T,2023-07-21T11:30:00,60
NS-S,2023-07-21T11:30:00,252
S-NS,2023-07-21T11:30:00,60
VF0,2023-07-21T11:30:00,60
VF1,2023-07-21T11:30:00,590
VF2,2023-07-21T11:30:00,521
VF3,2023-07-21T11:30:00,331
VF4,2023-07-21T11:30:00,67
VH3,2023-07-21T11:30:00,60
AF2,2023-07-21T11:45:00,69
AF3,2023-07-21T11:45:00,330
AF4,2023-07-21T11:45:00,626
EF-T,2023-07-21T11:45:00,60
GH-T,2023-07-21T11:45:00,60
NS-S,2023-07-21T11:45:00,137
S-NS,2023-07-21T11:45:00,60
VF0,2023-07-21T11:45:00,60
VF1,2023-07-21T11:45:00,533
VF2,2023-07-21T11:45:00,285
VF3,2023-07-21T11:45:00,367
VF4,2023-07-21T11:45:00,176
VH3,2023-07-21T11:45:00,60
AF2,2023-07-21T12:03:00,420
AF3,2023-07-21T12:03:00,425
AF4,2023-07-21T12:03:00,1119
EF-T,2023-07-21T12:03:00,107
GH-T,2023-07-21T12:02:00,60
NS-S,2023-07-21T12:03:00,116
S-NS,2023-07-21T12:03:00,60
VF0,2023-07-21T12:03:00,97
VF1,2023-07-21T12:02:00,594
VF2,2023-07-21T12:03:00,250
VF3,2023-07-21T12:02:00,333
VF4,2023-07-21T12:02:00,269
VH3,2023-07-21T12:02:00,60
AF2,2023-07-21T12:26:00,350
AF3,2023-07-21T12:26:00,2659
AF4,2023-07-21T12:26:00,536
EF-T,2023-07-21T12:26:00,60
GH-T,2023-07-21T12:25:00,60
NS-S,2023-07-21T12:26:00,605
S-NS,2023-07-21T12:26:00,60
VF0,2023-07-21T12:26:00,60
VF1,2023-07-21T12:25:00,591
VF2,2023-07-21T12:26:00,450
VF3,2023-07-21T12:25:00,377
VF4,2023-07-21T12:26:00,474
VH3,2023-07-21T12:25:00,60
AF2,2023-07-21T12:32:00,207
AF3,2023-07-21T12:32:00,1341
AF4,2023-07-21T12:32:00,1780
EF-T,2023-07-21T12:32:00,60
GH-T,2023-07-21T12:32:00,60
NS-S,2023-07-21T12:32:00,588
S-NS,2023-07-21T12:32:00,60
VF0,2023-07-21T12:32:00,60
VF1,2023-07-21T12:32:00,555
VF2,2023-07-21T12:32:00,306
VF3,2023-07-21T12:32:00,365
VF4,2023-07-21T12:32:00,315
VH3,2023-07-21T12:32:00,60
AF2,2023-07-21T12:45:00,60
AF3,2023-07-21T12:45:00,472
AF4,2023-07-21T12:45:00,1620
EF-T,2023-07-21T12:45:00,88
GH-T,2023-07-21T12:45:00,153
NS-S,2023-07-21T12:45:00,372
S-NS,2023-07-21T12:45:00,60
VF0,2023-07-21T12:45:00,60
VF1,2023-07-21T12:45:00,359
VF2,2023-07-21T12:45:00,314
VF3,2023-07-21T12:45:00,337
VF4,2023-07-21T12:45:00,269
VH3,2023-07-21T12:45:00,60
AF2,2023-07-21T13:01:00,60
AF3,2023-07-21T13:01:00,382
AF4,2023-07-21T13:01:00,471
EF-T,2023-07-21T13:01:00,60
GH-T,2023-07-21T13:00:00,108
NS-S,2023-07-21T13:01:00,532
S-NS,2023-07-21T13:01:00,60
VF0,2023-07-21T13:01:00,60
VF1,2023-07-21T13:01:00,593
VF2,2023-07-21T13:01:00,340
VF3,2023-07-21T13:01:00,336
VF4,2023-07-21T13:01:00,215
VH3,2023-07-21T13:01:00,60
AF2,2023-07-21T13:17:00,91
AF3,2023-07-21T13:17:00,172
AF4,2023-07-21T13:17:00,60
EF-T,2023-07-21T13:17:00,148
GH-T,2023-07-21T13:17:00,114
NS-S,2023-07-21T13:17:00,420
S-NS,2023-07-21T13:17:00,60
VF0,2023-07-21T13:17:00,86
VF1,2023-07-21T13:17:00,446
VF2,2023-07-21T13:17:00,333
VF3,2023-07-21T13:17:00,341
VF4,2023-07-21T13:17:00,342
VH3,2023-07-21T13:17:00,91
AF2,2023-07-21T13:30:00,197
AF3,2023-07-21T13:30:00,66
AF4,2023-07-21T13:31:00,1765
EF-T,2023-07-21T13:30:00,60
GH-T,2023-07-21T13:27:00,189
NS-S,2023-07-21T13:30:00,548
S-NS,2023-07-21T13:31:00,60
VF0,2023-07-21T13:30:00,60
VF1,2023-07-21T13:30:00,440
VF2,2023-07-21T13:31:00,86
VF3,2023-07-21T13:30:00,344
VF4,2023-07-21T13:30:00,375
VH3,2023-07-21T13:30:00,120
AF2,2023-07-21T13:45:00,605
AF3,2023-07-21T13:45:00,60
AF4,2023-07-21T13:46:00,2357
EF-T,2023-07-21T13:45:00,60
GH-T,2023-07-21T13:45:00,60
NS-S,2023-07-21T13:45:00,363
S-NS,2023-07-21T13:46:00,60
VF0,2023-07-21T13:45:00,60
VF1,2023-07-21T13:45:00,401
VF2,2023-07-21T13:46:00,173
